QGC WPL 110
0	1	0	16	0	0	0	0	37.99412536621094	-78.39752197265625	99.72999572753906	1
1	0	3	22	0	0	0	0	37.994117736816406	-78.39752960205078	3.0	1
2	0	3	201	3	0	0	0	37.99394352843995	-78.39775259605042	0.0	1
3	0	3	16	5	0	0	0	37.99396896362305	-78.39772033691406	4.0	1
4	0	3	201	3	0	0	0	37.993921118641396	-78.3973549757983	0.0	1
5	0	3	16	5	0	0	0	37.993927001953125	-78.39739990234375	4.0	1
6	0	3	201	3	0	0	0	37.994279425451815	-78.39734894952367	0.0	1
7	0	3	16	5	0	0	0	37.99424362182617	-78.39735412597656	4.0	1
8	0	3	201	3	0	0	0	37.994296632306536	-78.3976810243534	0.0	1
9	0	3	16	5	0	0	0	37.99428939819336	-78.39763641357422	4.0	1
10	0	3	20	0	0	0	0	37.99428939819336	-78.39763641357422	3.0	1
11	0	3	21	0	0	0	0	37.994293212890625	-78.39763641357422	1.0	1
